Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2019-09-07,Her Smell,2018,https://letterboxd.com/jackreid/film/her-smell/,3,,wow what a stressful film,,2019-09-06
